source;code;target
https://www.bobvila.com/web-stories/;301;https://www.bobvila.com/
https://www.bobvila.com/articles/web-stories/pretty-plants-that-stink/;301;https://www.bobvila.com/slideshow/8-pretty-plants-that-stink-580071/
https://www.bobvila.com/articles/web-stories/home-fixes-everyone-should-know-how-to-do/;301;https://www.bobvila.com/diy/quick-repair/
https://www.bobvila.com/articles/web-stories/house-questions-answered/;301;https://www.bobvila.com/slideshow/50-things-every-homeowner-should-know-how-to-do-46782/
https://www.bobvila.com/articles/web-stories/best-time-to-prune-roses/;301;https://www.bobvila.com/articles/when-to-prune-roses/
https://www.bobvila.com/articles/web-stories/trees-and-property-lines/;301;https://www.bobvila.com/articles/trees-and-property-lines/
https://www.bobvila.com/articles/web-stories/what-you-should-do-with-grass-clippings/;301;https://www.bobvila.com/articles/what-to-do-with-grass-clippings/
https://www.bobvila.com/articles/web-stories/should-you-caulk-around-the-toilet/;301;https://www.bobvila.com/articles/caulk-around-toilet/
https://www.bobvila.com/articles/web-stories/things-you-should-never-pressure-wash/;301;https://www.bobvila.com/articles/never-clean-with-pressure-washer/
https://www.bobvila.com/articles/web-stories/snow-blower-mistakes/;301;https://www.bobvila.com/articles/snow-blower-mistakes/
https://www.bobvila.com/articles/web-stories/fastest-houseplants-to-propagate/;301;https://www.bobvila.com/slideshow/10-houseplants-you-can-propagate-the-fastest-for-an-ever-expanding-indoor-garden-579508/
https://www.bobvila.com/articles/web-stories/how-to-clean-terra-cotta-pots/;301;https://www.bobvila.com/articles/how-to-clean-terracotta-pots/
https://www.bobvila.com/articles/web-stories/best-time-to-plant-roses/;301;https://www.bobvila.com/articles/when-to-plant-roses/
https://www.bobvila.com/articles/web-stories/raised-garden-bed-plans/;301;https://www.bobvila.com/articles/raised-garden-bed-plans/
https://www.bobvila.com/articles/web-stories/diy-home-projects/;301;https://www.bobvila.com/articles/diy-home-projects/
https://www.bobvila.com/articles/web-stories/perennial-vegetables/;301;https://www.bobvila.com/articles/perennial-vegetables/
https://www.bobvila.com/articles/web-stories/plants-that-attract-hummingbirds/;301;https://www.bobvila.com/articles/plants-that-attract-hummingbirds/
https://www.bobvila.com/articles/web-stories/how-to-decorate-with-houseplants/;301;https://www.bobvila.com/slideshow/10-ways-to-decorate-with-houseplants-for-a-pop-of-personality-579065/
https://www.bobvila.com/articles/web-stories/tall-plants-for-interesting-landscape/;301;https://www.bobvila.com/slideshow/10-tall-plants-for-an-interesting-landscape-579933/
https://www.bobvila.com/articles/web-stories/landscaping-trends-for-2022/;301;https://www.bobvila.com/articles/landscaping-trends-2022/
https://www.bobvila.com/articles/web-stories/avocado-plant-care/;301;https://www.bobvila.com/articles/avocado-plant-care/
https://www.bobvila.com/articles/web-stories/should-i-paint-my-kitchen-cabinets/;301;https://www.bobvila.com/articles/should-i-paint-my-kitchen-cabinets/
https://www.bobvila.com/articles/web-stories/backyard-landscaping-ideas/;301;https://www.bobvila.com/articles/backyard-landscaping-ideas/
https://www.bobvila.com/articles/web-stories/prayer-plant-care/;301;https://www.bobvila.com/articles/prayer-plant-care/
https://www.bobvila.com/articles/web-stories/shade-loving-plants/;301;https://www.bobvila.com/articles/shade-loving-plants/
https://www.bobvila.com/articles/web-stories/power-rake-vs-dethatcher/;301;https://www.bobvila.com/articles/power-rake-vs-dethatcher/
https://www.bobvila.com/articles/web-stories/kalanchoe-plant-care/;301;https://www.bobvila.com/articles/kalanchoe-plant-care/
https://www.bobvila.com/articles/web-stories/fastest-growing-houseplants/;301;https://www.bobvila.com/slideshow/14-of-the-fastest-growing-houseplants-for-a-nearly-instant-indoor-garden-578623/
https://www.bobvila.com/articles/web-stories/best-hummingbird-feeders/;301;https://www.bobvila.com/articles/best-hummingbird-feeders/
https://www.bobvila.com/articles/web-stories/how-to-prune-lilacs/;301;https://www.bobvila.com/articles/how-to-prune-lilacs/
