URLs that 301,Ultimate Redirect Destination URL
https://www.thedrive.com/deals,https://www.thedrive.com/category/deals
https://www.thedrive.com/collection/guides-and-gear,https://www.thedrive.com/category/guides-and-gear
http://thedrive.com/category/f1,https://www.thedrive.com/category/f1
https://www.thedrive.com/reviews/27075/best-car-scratch-removers,https://www.thedrive.com/reviews/27075/best-car-scratch-remover
http://thedrive.com/category/toyota-news,https://www.thedrive.com/category/toyota-news
http://thedrive.com/category/ford-news,https://www.thedrive.com/category/ford-news
http://thedrive.com/category/Porsche-news,https://www.thedrive.com/category/porsche-news
http://thedrive.com/category/chevrolet-news,https://www.thedrive.com/category/chevrolet-news
http://thedrive.com/category/volkswagen-news,https://www.thedrive.com/category/volkswagen-news
https://thedrive.com/category/subaru-news,https://www.thedrive.com/category/subaru-news
https://thedrive.com/category/toyota-news,https://www.thedrive.com/category/toyota-news
http://thedrive.com/category/ram-news,https://www.thedrive.com/category/ram-news
http://thedrive.com/category/mclaren-news,https://www.thedrive.com/category/mclaren-news
https://www.thedrive.com/tuned-af/16569/you-can-buy-a-swap-kit-to-put-a-jaguar-v-6-in-your-mazda-miata,https://www.thedrive.com/article/16569/you-can-buy-a-swap-kit-to-put-a-jaguar-v-6-in-your-mazda-miata
https://www.thedrive.com/sheetmetal/17405/new-jeep-wrangler-to-demonstrate-its-impressive-tech-features-at-ces-2018,https://www.thedrive.com/article/17405/new-jeep-wrangler-to-demonstrate-its-impressive-tech-features-at-ces-2018
https://www.thedrive.com/news/1961/ford-stumbles-corvette-thrills-in-rolex-24-at-daytona,https://www.thedrive.com/accelerator/1961/ford-stumbles-corvette-thrills-in-rolex-24-at-daytona
https://www.thedrive.com/reviews/29055/best-car-tire,https://www.thedrive.com/reviews/29055/best-car-tires
https://thedrive.com/category/ford-news,https://www.thedrive.com/category/ford-news
https://www.thedrive.com/the-war-zone/44697/ukrainian-tu-141-strizh-missile-like-drone-appears-to-have-crashed-in-croatia-modified-soviet-era-jet-drones-to-hit-bomber-bases-russia-claims,https://www.thedrive.com/the-war-zone/44697/ukrainian-tu-141-strizh-missile-like-drone-appears-to-have-crashed-in-croatia
https://www.thedrive.com/the-war-zone/39316/air-force-boss-wants-clean-sheet-fighter-thats-less-advanced-than-f-35-to-replace-f-16.,https://www.thedrive.com/the-war-zone/39316/air-force-boss-wants-clean-sheet-fighter-thats-less-advanced-than-f-35-to-replace-f-16
https://www.thedrive.com/reviews/27502/best-motorcycle-helmet,https://www.thedrive.com/guides-and-gear/best-motorcycle-helmet
