source;target;code
https://www.bobvila.com/articles/best-drawer-dishwashers/;https://bobvila.com/articles/buyers-guide-best-dishwashers/;301
https://www.bobvila.com/articles/foundation-inspection-cost/;https://bobvila.com/articles/foundation-inspection/;301
https://www.bobvila.com/articles/how-to-choose-a-radiant-heat-system/;https://ww.bobvila.com/articles/2161-radiant-floor-heating-101/;301
https://www.bobvila.com/slideshow/trending-now-metal-roofs-15329/;https://www.bobvila.com/articles/11370-metal-roofs-101/;301
https://www.bobvila.com/slideshow/your-top-10-bathroom-dilemmas-solved-50501/;https://www.bobvila.com/articles/15445-the-basics-of-bathroom-design/;301
https://www.bobvila.com/articles/1277-bevel-gauge/;https://www.bobvila.com/articles/2069-woodworking-gauges/;301
https://www.bobvila.com/articles/how-to-build-a-winding-staircase/;https://www.bobvila.com/articles/2118-how-to-build-stairs/;301
https://www.bobvila.com/articles/zoned-radiant-floor-heating/;https://www.bobvila.com/articles/2161-radiant-floor-heating-101/;301
https://www.bobvila.com/articles/radiant-heat-flooring/;https://www.bobvila.com/articles/2161-radiant-floor-heating-101/;301
https://www.bobvila.com/articles/replace-windows-in-summer/;https://www.bobvila.com/articles/2505-replacement-windows-101/;301
https://www.bobvila.com/slideshow/10-cool-shipping-container-homes-44304/;https://www.bobvila.com/articles/316-home-sweet-container/;301
https://www.bobvila.com/articles/spring-clean-garden-tools/;https://www.bobvila.com/articles/3676-how-to-care-for-garden-tools/;301
https://www.bobvila.com/articles/654-where-to-live-when-you-renovate/;https://www.bobvila.com/articles/416-live-in-or-move-out-the-remodeling-dilemma/;301
https://www.bobvila.com/articles/413-child-safety-during-home-renovations/;https://www.bobvila.com/articles/420-childproofing-checklist/;301
https://www.bobvila.com/articles/adding-central-air/;https://www.bobvila.com/articles/439-new-air-conditioning-for-old-houses/;301
https://www.bobvila.com/slideshow/your-guide-to-spring-cleaning-your-home-s-exterior-48766/;https://www.bobvila.com/articles/491-going-green-and-keeping-clean-outdoor-edition/;301
https://www.bobvila.com/articles/staining-cedar-siding/;https://www.bobvila.com/articles/500-wood-siding-options/;301
https://www.bobvila.com/slideshow/10-reasons-to-consider-switching-to-smart-light-bulbs-52999/;https://www.bobvila.com/articles/a-beginners-guide-to-home-automation/;301
https://www.bobvila.com/articles/home-health-room/;https://www.bobvila.com/articles/aging-in-place-design-tips/;301
https://www.bobvila.com/articles/air-conditioner-troubleshooting/;https://www.bobvila.com/articles/air-conditioner-not-cooling/;301
https://www.bobvila.com/articles/best-propane-lantern/;https://www.bobvila.com/articles/backyard-camping/;301
https://www.bobvila.com/articles/best-camping-gear/;https://www.bobvila.com/articles/backyard-camping/;301
https://www.bobvila.com/articles/gifts-for-campers/;https://www.bobvila.com/articles/backyard-camping/;301
https://www.bobvila.com/articles/best-headlamp/;https://www.bobvila.com/articles/backyard-camping/;301
https://www.bobvila.com/articles/outdoor-room-design/;https://www.bobvila.com/articles/backyard-landscaping-ideas/;301
https://www.bobvila.com/articles/348-creating-privacy-through-landscaping/;https://www.bobvila.com/articles/backyard-privacy-ideas/;301
https://www.bobvila.com/articles/installing-bamboo-flooring/;https://www.bobvila.com/articles/bamboo-flooring-cost/;301
https://www.bobvila.com/slideshow/barn-again-breathing-new-life-into-11-old-barns-47285/;https://www.bobvila.com/articles/barndominium/;301
https://www.bobvila.com/articles/pro-tips-basement-waterproofing/;https://www.bobvila.com/articles/basement-waterproofing/;301
https://www.bobvila.com/articles/bathroom-remodel-cost-baltimore/;https://www.bobvila.com/articles/bathroom-remodel-cost/;301
https://www.bobvila.com/articles/what-is-feng-shui/;https://www.bobvila.com/articles/bedroom-feng-shui-ideas/;301
https://www.bobvila.com/articles/best-adjustable-bed/;https://www.bobvila.com/articles/best-adjustable-bed-frames/;301
https://www.bobvila.com/articles/best-air-conditioner-deals/;https://www.bobvila.com/articles/best-air-conditioner-brands/;301
https://www.bobvila.com/articles/air-conditioner-size/;https://www.bobvila.com/articles/best-air-conditioner/;301
https://www.bobvila.com/articles/amazon-air-purifier-sale/;https://www.bobvila.com/articles/best-air-purifiers/;301
https://www.bobvila.com/slideshow/11-real-reasons-to-consider-fake-grass-48963/;https://www.bobvila.com/articles/best-artificial-grass/;301
https://www.bobvila.com/slideshow/the-15-best-lawn-games-to-play-this-summer-52949/;https://www.bobvila.com/articles/best-backyard-games/;301
https://www.bobvila.com/articles/how-to-choose-an-exhaust-fan/;https://www.bobvila.com/articles/best-bathroom-fan/;301
https://www.bobvila.com/articles/how-to-organize-medicine-cabinet/;https://www.bobvila.com/articles/best-bathroom-storage-organizers/;301
https://www.bobvila.com/slideshow/10-smart-storage-tricks-for-a-tiny-bathroom-49131/;https://www.bobvila.com/articles/best-bathroom-storage-organizers/;301
https://www.bobvila.com/articles/bathroom-cabinets/;https://www.bobvila.com/articles/best-bathroom-storage-organizers/;301
https://www.bobvila.com/articles/best-deep-pocket-sheets/;https://www.bobvila.com/articles/best-bed-sheets/;301
https://www.bobvila.com/articles/what-is-a-bidet/;https://www.bobvila.com/articles/best-bidet/;301
https://www.bobvila.com/articles/amazon-viral-deals/;https://www.bobvila.com/articles/best-buys-amazon-under-50-dollars/;301
https://www.bobvila.com/articles/replacing-kitchen-cabinet-hardware/;https://www.bobvila.com/articles/best-cabinet-hardware/;301
https://www.bobvila.com/slideshow/cabinet-hardware-10-styles-to-invigorate-your-kitchen-34774/;https://www.bobvila.com/articles/best-cabinet-hardware/;301
https://www.bobvila.com/articles/best-chainsaw-for-cutting-firewood/;https://www.bobvila.com/articles/best-chainsaws/;301
https://www.bobvila.com/articles/best-halloween-projectors/;https://www.bobvila.com/articles/best-christmas-light-projector/;301
https://www.bobvila.com/articles/best-garage-cleaning-services/;https://www.bobvila.com/articles/best-cleaning-services/;301
https://www.bobvila.com/articles/best-mattress-cleaning-services/;https://www.bobvila.com/articles/best-cleaning-services/;301
https://www.bobvila.com/articles/best-closet-systems/;https://www.bobvila.com/articles/best-closet-design-companies/;301
https://www.bobvila.com/articles/best-vacuum-for-pet-hair/;https://www.bobvila.com/articles/best-cordless-vacuum-for-pet-hair/;301
https://www.bobvila.com/slideshow/editors-picks-10-favorite-sofas-under-1-000-50384/;https://www.bobvila.com/articles/best-couches-under-1000/;301
https://www.bobvila.com/articles/best-couches/;https://www.bobvila.com/articles/best-couches-under-1000/;301
https://www.bobvila.com/articles/sofas-under-500/;https://www.bobvila.com/articles/best-couches-under-1000/;301
https://www.bobvila.com/articles/best-futon/;https://www.bobvila.com/articles/best-couches-under-1000/;301
https://www.bobvila.com/articles/best-portable-dishwasher/;https://www.bobvila.com/articles/best-countertop-dishwashers/;301
https://www.bobvila.com/articles/thompsons-waterseal-waterpoofing-stain/;https://www.bobvila.com/articles/best-deck-stain/;301
https://www.bobvila.com/articles/480-drill-bits-for-different-jobs/;https://www.bobvila.com/articles/best-drill-bits/;301
https://www.bobvila.com/articles/best-coffee-maker/;https://www.bobvila.com/articles/best-dual-coffee-maker/;301
https://www.bobvila.com/articles/eco-friendly-cleaning-products/;https://www.bobvila.com/articles/best-eco-friendly-products;301
https://www.bobvila.com/articles/engineered-wood-floors/;https://www.bobvila.com/articles/best-engineered-wood-flooring/;301
https://www.bobvila.com/articles/best-white-noise-machines/;https://www.bobvila.com/articles/best-fan-for-white-noise/;301
https://www.bobvila.com/articles/best-desk-fan/;https://www.bobvila.com/articles/best-fans/;301
https://www.bobvila.com/articles/best-cheap-fire-pits/;https://www.bobvila.com/articles/best-fire-pit/;301
https://www.bobvila.com/articles/best-small-flashlight/;https://www.bobvila.com/articles/best-flashlight/;301
https://www.bobvila.com/articles/best-coat-rack/;https://www.bobvila.com/articles/best-furniture-brands/;301
https://www.bobvila.com/slideshow/14-coffee-tables-for-150-or-less-51473/;https://www.bobvila.com/articles/best-furniture-brands/;301
https://www.bobvila.com/articles/best-bar-stools/;https://www.bobvila.com/articles/best-furniture-brands/;301
https://www.bobvila.com/articles/best-coffee-tables/;https://www.bobvila.com/articles/best-furniture-brands/;301
https://www.bobvila.com/articles/best-nightstands/;https://www.bobvila.com/articles/best-furniture-brands/;301
https://www.bobvila.com/articles/best-tv-stands/;https://www.bobvila.com/articles/best-furniture-brands/;301
https://www.bobvila.com/articles/best-smart-garage-door-opener/;https://www.bobvila.com/articles/best-garage-door-openers/;301
https://www.bobvila.com/slideshow/12-multitasking-tools-that-will-tackle-all-your-yard-care-580030/;https://www.bobvila.com/articles/best-gardening-tools/;301
https://www.bobvila.com/slideshow/10-tools-every-lazy-gardener-needs-53388/;https://www.bobvila.com/articles/best-gardening-tools/;301
https://www.bobvila.com/slideshow/get-grilling-10-best-grills-under-100-47655/;https://www.bobvila.com/articles/best-gas-grills-under-500/;301
https://www.bobvila.com/slideshow/10-ways-to-buy-your-garden-on-the-internet-50957/;https://www.bobvila.com/articles/best-gifts-for-beginner-gardeners/;301
https://www.bobvila.com/articles/best-drones-for-real-estate/;https://www.bobvila.com/articles/best-gifts-for-realtors/;301
https://www.bobvila.com/articles/gifts-for-outdoorsmen/;https://www.bobvila.com/articles/best-gifts-under-50/;301
https://www.bobvila.com/articles/best-engraved-gifts/;https://www.bobvila.com/articles/best-gifts-under-50/;301
https://www.bobvila.com/articles/best-gifts-for-homebodies/;https://www.bobvila.com/articles/best-gifts-under-50/;301
https://www.bobvila.com/articles/best-travel-gifts/;https://www.bobvila.com/articles/best-gifts-under-50/;301
https://www.bobvila.com/articles/best-gifts-under-100-for-valentines-day-in/;https://www.bobvila.com/articles/best-gifts-under-50/;301
https://www.bobvila.com/slideshow/the-cheapest-gifts-from-the-fanciest-home-brands-51692/;https://www.bobvila.com/articles/best-gifts-under-50/;301
https://www.bobvila.com/slideshow/15-super-cool-holiday-gifts-to-get-before-they-re-gone-51567/;https://www.bobvila.com/articles/best-gifts-under-50/;301
https://www.bobvila.com/articles/gifts-for-interior-design-lovers/;https://www.bobvila.com/articles/best-gifts-under-50/;301
https://www.bobvila.com/articles/best-grill-tongs/;https://www.bobvila.com/articles/best-grill-tool-set/;301
https://www.bobvila.com/articles/grilling-products-tips/;https://www.bobvila.com/articles/best-grill-tool-set/;301
https://www.bobvila.com/slideshow/17-new-essentials-for-your-best-ever-bbq-50005/;https://www.bobvila.com/articles/best-grilling-accessories/;301
https://www.bobvila.com/articles/avoid-gutter-cleaning-forever-after-this-one-improvement/;https://www.bobvila.com/articles/best-gutter-guards/;301
https://www.bobvila.com/articles/hocus-pocus-cottage-decor-dupes/;https://www.bobvila.com/articles/best-halloween-decorations/;301
https://www.bobvila.com/slideshow/see-how-the-home-depot-topped-last-year-s-12-foot-skeleton-halloween-decoration-580469/;https://www.bobvila.com/articles/best-halloween-decorations/;301
https://www.bobvila.com/articles/2092-rabbet-planes/;https://www.bobvila.com/articles/best-hand-plane/;301
https://www.bobvila.com/slideshow/15-handy-things-to-get-at-home-depot-for-under-15-50217/;https://www.bobvila.com/articles/best-holiday-gifts-at-home-depot/;301
https://www.bobvila.com/articles/best-home-depot-tool-deals/;https://www.bobvila.com/articles/best-home-depot-tools/;301
https://www.bobvila.com/articles/best-office-furniture-deals/;https://www.bobvila.com/articles/best-home-office-essentials/;301
https://www.bobvila.com/articles/what-to-look-for-in-a-home-security-camera-system/;https://www.bobvila.com/articles/best-home-security-systems/;301
https://www.bobvila.com/slideshow/9-worth-it-home-services-and-subscriptions-that-give-you-bang-for-your-buck-52251/;https://www.bobvila.com/articles/best-home-services/;301
https://www.bobvila.com/articles/best-trash-can-cleaning-services/;https://www.bobvila.com/articles/best-home-services/;301
https://www.bobvila.com/articles/best-photo-printing-services/;https://www.bobvila.com/articles/best-home-services/;301
https://www.bobvila.com/articles/best-roof-cleaning-services/;https://www.bobvila.com/articles/best-home-services/;301
https://www.bobvila.com/articles/best-toilet-paper-delivery-service/;https://www.bobvila.com/articles/best-home-services/;301
https://www.bobvila.com/articles/virtual-staging/;https://www.bobvila.com/articles/best-home-staging-companies/;301
https://www.bobvila.com/articles/wi-fi-thermostats/;https://www.bobvila.com/articles/best-home-thermostat/;301
https://www.bobvila.com/articles/549-what-s-my-house-worth/;https://www.bobvila.com/articles/best-home-value-estimator/;301
https://www.bobvila.com/articles/best-home-warranty-companies-in-michigan/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-washington-state/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranties-for-condo/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-louisiana/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-oklahoma/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-in-dallas/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-georgia/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-in-pennsylvania/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-in-tennessee/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-for-pool-coverage/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-arizona/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-in-virginia/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-in-missouri/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-las-vegas/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-california/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-houston/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-new-jersey/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
https://www.bobvila.com/articles/best-home-warranty-companies-in-texas/;https://www.bobvila.com/articles/best-home-warranty-companies/;301
