source;target;code
https://www.bobvila.com/articles/best-space-heater-for-bedroom/;https://www.bobvila.com/articles/best-space-heater/;301
https://www.bobvila.com/articles/53-quick-tip-solar-hot-water-systems-save-money/;https://www.bobvila.com/articles/types-of-water-heaters/;301
https://www.bobvila.com/articles/how-to-install-a-pullout-organizer/;https://www.bobvila.com/articles/cost-to-install-pullout-shelves-in-kitchen-cabinets/;301
https://www.bobvila.com/articles/best-indoor-security-camera/;https://www.bobvila.com/articles/best-outdoor-security-camera/;301
https://www.bobvila.com/articles/best-diy-security-system/;https://www.bobvila.com/articles/best-home-security-systems/;301
https://www.bobvila.com/articles/does-homeowners-insurance-cover-mold/;https://www.bobvila.com/articles/what-does-homeowners-insurance-cover/;301
https://www.bobvila.com/articles/best-tool-belt-suspenders/;https://www.bobvila.com/articles/best-tool-belt/;301
https://www.bobvila.com/articles/best-bee-removal-services/;https://www.bobvila.com/articles/best-pest-control-companies/;301
https://www.bobvila.com/articles/does-homeowners-insurance-cover-fences/;https://www.bobvila.com/articles/what-does-homeowners-insurance-cover/;301
https://www.bobvila.com/articles/1066-cold-masonry-and-brick-chisels/;;410
https://www.bobvila.com/slideshow/8-first-aid-supplies-you-can-grow-at-home-50263/;;410
https://www.bobvila.com/slideshow/the-morning-after-13-lifesaving-party-cleanup-tips-46712/;https://www.bobvila.com/slideshow/20-crazy-cleaning-tips-that-actually-work-52423/;301
https://www.bobvila.com/articles/frontpoint-vs-adt/;https://www.bobvila.com/articles/best-home-security-systems/;301
https://www.bobvila.com/articles/how-to-wash-a-weighted-blanket/;https://www.bobvila.com/articles/how-to-do-laundry/;301
https://www.bobvila.com/articles/home-depot-snowstorm-essentials/;https://www.bobvila.com/slideshow/expecting-snow-do-these-7-things-asap-51638/;301
https://www.bobvila.com/articles/how-to-sew-your-own-stuff/;https://www.bobvila.com/articles/how-to-sew-by-hand/;301
https://www.bobvila.com/articles/does-homeowners-insurance-cover-theft/;https://www.bobvila.com/articles/what-does-homeowners-insurance-cover/;301
https://www.bobvila.com/articles/types-of-coffee-makers/;https://www.bobvila.com/slideshow/10-things-a-coffee-maker-can-do-besides-brew-coffee-51304/;301
https://www.bobvila.com/articles/frontpoint-vs-simplisafe/;https://www.bobvila.com/articles/best-home-security-systems/;301
https://www.bobvila.com/articles/types-of-loans-for-a-home/;https://www.bobvila.com/articles/types-of-home-improvement-loans/;301
https://www.bobvila.com/articles/what-to-know-before-flipping-a-house/;https://www.bobvila.com/articles/how-to-flip-a-house/;301
https://www.bobvila.com/articles/how-to-clean-a-blender/;https://www.bobvila.com/slideshow/20-crazy-cleaning-tips-that-actually-work-52423/;301
